claim_id,policy_id,customer_id,device_id,repair_shop_id,claim_type,claim_amount,claim_date,description,status,filed_date,image_path,is_fraud,amount_vs_avg,claim_frequency,start_date,end_date,premium_amount,coverage_limit,policy_type,days_since_policy_start,coverage_utilization,device_type,purchase_date,purchase_price,device_age_days,amount_vs_device_price,claim_type_encoded,device_type_encoded,policy_type_encoded,has_repair_shop,node_degree,community_id,community_size,pagerank_score,n_shared_devices,n_shared_addresses,n_shared_shops,n_shared_payments,consistency_score,multimodal_inconsistency
CLM-000011,POL-001744,CUS-000902,DEV-002096,,battery_issue,431.76,2023-11-03,"Charging takes over 8 hours for full charge, battery degraded",denied,2026-09-22 17:47:37.990803,,False,1.3463679311473875,6,2022-10-31,2023-10-31,149.01,733.31,basic,368,0.5887823703481475,smartphone,2024-01-08,986.54,0,0.4376507794919618,1,2,0,0,2,97,185,4.2318999676552506e-05,5,0,0,0,0.5,0
CLM-000012,POL-004190,CUS-000784,DEV-000126,,mechanical_failure,94.73,2024-03-04,"Power button stuck, cannot turn device on or off",approved,2026-09-22 17:47:37.991998,,False,0.5141104960382069,4,2023-10-15,2026-10-14,124.59,1155.54,basic,141,0.08197898817868703,smartwatch,2021-10-26,661.46,860,0.14321349741480965,2,3,0,0,2,123,185,4.866752288392389e-05,1,0,0,0,0.5,0
CLM-000013,POL-001608,CUS-001804,DEV-002019,REP-000595,mechanical_failure,79.47,2024-06-12,"Device stopped turning on suddenly, no response to charging",under_review,2026-09-22 17:47:37.993211,,False,0.7710293974968468,2,2024-03-21,2026-03-21,268.99,4941.34,premium,83,0.016082682025523442,appliance,2023-04-29,853.18,410,0.09314564335779085,2,0,2,1,3,11,82,5.9086920473446104e-05,3,0,7,0,0.5,0
CLM-000014,POL-003026,CUS-000387,DEV-000525,,software_issue,141.41,2023-10-04,"Operating system corrupted after update, data inaccessible",approved,2026-09-22 17:47:37.994394,,False,0.3710672019732872,3,2022-03-25,2025-03-24,313.9,2026.92,premium,558,0.06976595030884297,smartwatch,2021-08-06,679.55,789,0.20809359134721508,4,3,2,0,2,12,118,5.497597538896536e-05,1,0,0,0,0.5,0
CLM-000015,POL-003071,CUS-002522,DEV-001587,,battery_issue,99.56,2024-01-29,"Battery drains from 100% to 0% in 2 hours, device is 6 months old",submitted,2026-09-22 17:47:37.995608,,False,0.39580186053907923,5,2023-04-08,2026-04-07,392.24,4821.21,premium,296,0.020650417633747545,tablet,2021-03-29,513.62,1036,0.19383980374596005,1,4,2,0,2,139,96,4.808650100466099e-05,1,0,0,0,0.5,0
CLM-000016,POL-000130,CUS-002976,DEV-001562,REP-000092,screen_damage,742.87,2023-12-17,LCD bleeding visible on left side of screen,under_review,2026-09-22 17:47:37.996801,,False,2.308435706739036,3,2022-07-16,2024-07-15,326.98,4257.76,premium,519,0.1744743715005073,laptop,2023-01-09,2078.84,342,0.3573483288757191,3,1,2,1,3,14,186,6.0127059946755576e-05,3,0,7,0,0.5,0
CLM-000017,POL-004040,CUS-002171,DEV-000168,,accidental_damage,81.87,2023-07-11,"Device slipped from hand in parking lot, back panel cracked",under_review,2026-09-22 17:47:37.997939,,False,0.37541651806185355,9,2023-03-25,2026-03-24,319.87,4441.59,premium,108,0.018432588329854848,smartwatch,2021-04-03,454.68,829,0.18006070203219848,0,3,2,0,2,81,211,5.35919930694067e-05,0,0,0,0,0.5,0
CLM-000018,POL-004958,CUS-000596,DEV-002679,REP-000615,battery_issue,175.97,2023-06-04,"Battery drains from 100% to 0% in 2 hours, device is 6 months old",denied,2026-09-22 17:47:37.999138,,False,0.3299071509254442,8,2022-12-05,2023-12-05,291.9,2350.83,standard,181,0.07485441312217388,television,2024-01-08,584.93,0,0.3008394166823381,1,5,3,1,3,16,208,6.019267318038323e-05,1,0,8,0,0.5,0
CLM-000019,POL-002574,CUS-002911,DEV-002433,,theft,147.15,2023-02-27,"Bag with device snatched at train station, police report filed",denied,2026-09-22 17:47:38.000285,,False,0.6129972922307854,3,2022-07-05,2025-07-04,229.67,2166.57,premium,237,0.06791841482158434,laptop,2023-06-28,2706.27,0,0.054373732110986714,5,1,2,0,2,17,185,4.526126035881179e-05,3,0,0,0,0.5,0
CLM-000020,POL-004805,CUS-002760,DEV-001227,,accidental_damage,259.21,2024-06-22,"Accidentally knocked device off table, dent on corner and screen crack",submitted,2026-09-22 17:47:38.001446,,False,1.0446329618957422,4,2022-09-22,2023-09-22,335.0,7479.1,extended,639,0.034657913385300367,smartphone,2022-03-11,1252.02,834,0.20703343397070334,0,2,1,0,2,96,149,4.2696946027727454e-05,4,0,0,0,0.8165,0
CLM-000021,POL-002900,CUS-002804,DEV-002711,REP-000220,water_damage,257.21,2024-04-01,"Device exposed to rain, screen flickering and touch issues",denied,2026-09-22 17:47:38.002671,,False,0.7444486894507732,5,2022-04-13,2025-04-12,378.57,9539.84,extended,719,0.026961668120220043,smartphone,2023-04-11,774.05,356,0.3322911956591951,6,2,1,1,3,19,261,5.673607991187986e-05,3,0,7,0,0.5,0
CLM-000022,POL-004898,CUS-002028,DEV-000175,REP-000334,theft,207.06,2024-06-25,"Home burglary, device among stolen items, police report #PR-96423",denied,2026-09-22 17:47:38.003888,,False,0.5094896737258247,3,2023-10-31,2025-10-30,596.82,5239.14,extended,238,0.03952175357024244,appliance,2022-08-12,1157.31,683,0.17891489747777173,5,0,1,1,3,21,196,5.9002460175729575e-05,3,0,4,0,0.5,0
CLM-000023,POL-000418,CUS-002382,DEV-001258,REP-000333,water_damage,101.25,2024-09-19,"Device exposed to rain, screen flickering and touch issues",denied,2026-09-22 17:47:38.005092,,False,0.4592044990702526,7,2022-01-19,2023-01-19,154.0,2542.96,standard,974,0.039815805203385034,tablet,2023-01-01,451.74,627,0.22413335104263513,6,4,3,1,3,20,224,6.39869187927415e-05,2,0,1,0,0.5,0
CLM-000024,POL-002527,CUS-001262,DEV-002418,REP-000467,software_issue,164.96,2023-11-04,"Device freezing every 10 minutes, requires hard restart",under_review,2026-09-22 17:47:38.006314,,False,0.855096053163586,5,2023-01-02,2024-01-02,158.62,1905.18,standard,306,0.08658499459368668,television,2022-01-03,1102.55,670,0.14961679742415313,4,5,3,1,3,103,178,5.4379195517918095e-05,12,0,3,0,0.5,0
CLM-000025,POL-002668,CUS-000337,DEV-002974,,software_issue,146.35,2023-09-24,"Device stuck in boot loop, factory reset not working",submitted,2026-09-22 17:47:38.007486,,False,1.3906309388065374,2,2022-05-10,2023-05-10,112.38,1150.53,basic,502,0.12720224592144488,smartwatch,2023-03-25,409.07,183,0.35776273009509374,4,3,0,0,2,22,165,4.4670558609587336e-05,6,0,0,0,0.5,0
CLM-000026,POL-000900,CUS-002187,DEV-002969,REP-000323,accidental_damage,179.9,2024-01-07,"Accidentally knocked device off table, dent on corner and screen crack",submitted,2026-09-22 17:47:38.008683,,False,0.7048958721078307,4,2023-01-05,2025-01-04,448.48,4733.63,premium,367,0.03800466027129286,laptop,2022-08-21,2343.37,504,0.07676978027370839,0,1,2,1,3,23,168,6.040181812024624e-05,4,0,3,0,0.5,0
CLM-000027,POL-004723,CUS-000466,DEV-000350,REP-000012,battery_issue,406.71,2023-10-20,"Battery not holding charge, shuts down at 40% randomly",under_review,2026-09-22 17:47:38.009892,,False,1.57229195123837,3,2023-08-03,2025-08-02,211.5,1741.43,standard,78,0.23354943925394644,appliance,2021-10-06,671.0,744,0.6061251862891207,1,0,3,1,3,24,168,5.9138300691489986e-05,3,0,7,0,0.5,0
CLM-000028,POL-003894,CUS-002615,DEV-002405,,water_damage,240.02,2023-09-01,"Coffee spill on device, keyboard and trackpad not working",under_review,2026-09-22 17:47:38.011071,,False,1.0851108077072615,5,2022-11-17,2025-11-16,614.19,6536.17,extended,288,0.03672181109120479,television,2024-04-16,1664.66,0,0.14418559946175194,6,5,1,0,2,6,344,4.0630060552950155e-05,8,0,0,0,0.5,0
CLM-000029,POL-000464,CUS-002614,DEV-002366,,accidental_damage,122.87,2024-07-11,"Device slipped from hand in parking lot, back panel cracked",under_review,2026-09-22 17:47:38.012235,,False,0.6724619173583873,6,2023-11-07,2026-11-06,64.34,648.17,basic,247,0.18956446611228536,television,2021-02-18,2045.19,1239,0.06007754780729419,0,5,0,0,2,25,266,5.3325755472163535e-05,0,0,0,0,0.5,0
CLM-000030,POL-003103,CUS-002239,DEV-001462,REP-000367,theft,1344.37,2023-07-04,"Home burglary, device among stolen items, police report #PR-78029",denied,2026-09-22 17:47:38.013449,,False,2.9551284086607152,9,2022-02-15,2023-02-15,449.82,4109.02,extended,504,0.32717533621155404,tablet,2023-02-26,482.88,128,2.7840664347249833,5,4,1,1,3,6,344,5.591606071508138e-05,6,0,3,0,0.5,0
CLM-000031,POL-003575,CUS-001106,DEV-000363,REP-000670,software_issue,408.19,2023-04-03,"Device freezing every 10 minutes, requires hard restart",submitted,2026-09-22 17:47:38.014629,,False,1.0,1,2023-02-12,2024-02-12,407.26,6071.61,extended,50,0.06722928514842028,smartwatch,2022-07-25,289.76,252,1.4087175593594699,4,3,1,1,3,39,253,7.068485062799967e-05,1,0,7,0,0.5,0
CLM-000032,POL-001270,CUS-002844,DEV-002146,REP-000104,battery_issue,84.43,2023-05-31,"Device overheating during normal use, battery swelling visible",denied,2026-09-22 17:47:38.015875,,False,0.24569602719156322,5,2022-05-12,2023-05-12,120.87,1813.03,standard,384,0.04656845170791438,laptop,2021-02-20,2531.02,830,0.03335809278472711,1,1,3,1,3,28,254,5.8192061753049195e-05,5,0,4,0,0.2367,1
CLM-000033,POL-004011,CUS-001639,DEV-001562,REP-000624,software_issue,149.15,2023-07-14,"Device stuck in boot loop, factory reset not working",under_review,2026-09-22 17:47:38.017068,,False,0.8354104237264403,2,2023-08-14,2025-08-13,326.14,8642.71,extended,0,0.01725731859567196,laptop,2023-01-09,2078.84,186,0.0717467433761136,4,1,1,1,3,14,186,6.304249279502806e-05,3,0,3,0,0.5,0
CLM-000034,POL-004624,CUS-002409,DEV-001354,REP-000460,screen_damage,366.71,2023-04-24,"Dead pixels spreading across display, started as small cluster",approved,2026-09-22 17:47:38.018261,,False,2.2085109970851096,5,2024-05-09,2026-05-09,285.39,2495.61,standard,0,0.14694203020504004,appliance,2023-10-12,1480.84,0,0.24763647659436536,3,0,3,1,3,65,160,5.831719299147964e-05,5,0,6,0,0.5,0
CLM-000035,POL-003508,CUS-002551,DEV-001868,,battery_issue,1089.93,2023-03-07,"Battery drains from 100% to 0% in 2 hours, device is 6 months old",submitted,2026-09-22 17:47:38.019420,,False,1.0589658388714003,3,2023-03-03,2026-03-02,583.15,3164.56,extended,4,0.34441754935915264,television,2023-03-08,1305.38,0,0.8349522744334983,1,5,1,0,2,71,210,4.754621113095172e-05,3,0,0,0,0.5,0
CLM-000036,POL-004443,CUS-000330,DEV-000300,,battery_issue,182.16,2024-05-30,"Device overheating during normal use, battery swelling visible",denied,2026-09-22 17:47:38.020600,,False,0.4538757339933389,6,2022-07-27,2024-07-26,660.67,6032.7,extended,673,0.03019543487990452,tablet,2023-09-02,696.04,271,0.2617090971783231,1,4,1,0,2,31,151,4.56797983984876e-05,2,0,0,0,0.5,0
CLM-000037,POL-001774,CUS-001318,DEV-000447,,mechanical_failure,206.95,2023-08-01,"Power button stuck, cannot turn device on or off",submitted,2026-09-22 17:47:38.021789,,False,0.5830328251525347,7,2022-09-11,2025-09-10,481.39,3505.34,premium,324,0.059038495552499896,television,2024-01-18,2642.49,0,0.078316285019054,2,5,2,0,2,123,185,4.27614561006515e-05,7,0,0,0,0.5,0
CLM-000038,POL-002498,CUS-002662,DEV-002482,REP-000331,battery_issue,85.26,2023-04-01,"Charging takes over 8 hours for full charge, battery degraded",under_review,2026-09-22 17:47:38.023014,,False,0.30705671715508726,7,2023-08-31,2026-08-30,211.17,2626.0,standard,0,0.03246763137852247,appliance,2021-11-04,1061.1,513,0.08035057958722082,1,0,3,1,3,122,299,5.72588841909762e-05,3,0,9,0,0.7255,0
CLM-000039,POL-001494,CUS-002774,DEV-000739,REP-000682,theft,368.71,2023-02-09,"Device stolen from car, filed police report #PR-99007",approved,2026-09-22 17:47:38.024242,,False,0.4717344438687061,4,2023-05-16,2025-05-15,575.77,5147.59,extended,0,0.07162769373629212,tablet,2022-07-04,1095.63,220,0.33652784242855704,5,4,1,1,3,33,252,6.659941607534924e-05,0,0,7,0,0.5,0
CLM-000040,POL-002479,CUS-002949,DEV-001472,,water_damage,103.01,2023-08-21,"Device dropped in sink, charging port corroded",approved,2026-09-22 17:47:38.025440,,False,0.6621371455017613,5,2023-08-23,2025-08-22,556.52,7736.68,extended,0,0.013314496657480987,television,2022-05-03,1912.74,475,0.05385467967418468,6,5,1,0,2,43,117,4.2618186362046174e-05,5,0,0,0,0.5,0
CLM-000041,POL-002747,CUS-001143,DEV-000970,REP-000105,water_damage,102.28,2024-05-21,"Device exposed to rain, screen flickering and touch issues",denied,2026-09-22 17:47:38.026667,,False,0.47381245772840563,5,2023-08-24,2026-08-23,430.06,4595.25,premium,271,0.02225776617159023,smartphone,2024-05-24,633.97,0,0.16133255516822562,6,2,2,1,3,29,129,5.714996187027769e-05,5,0,4,0,0.5,0
CLM-000042,POL-001258,CUS-002649,DEV-000541,REP-000110,battery_issue,339.22,2024-06-22,"Battery not holding charge, shuts down at 40% randomly",denied,2026-09-22 17:47:38.027906,,False,0.878641363471534,3,2022-01-05,2023-01-05,134.05,1780.86,standard,899,0.19048100356007774,smartwatch,2022-05-09,352.47,775,0.9624081482111952,1,3,3,1,3,133,244,5.689878945501343e-05,10,0,9,0,0.5,0
CLM-000043,POL-001287,CUS-000331,DEV-000226,REP-000111,battery_issue,318.16,2024-04-03,"Device overheating during normal use, battery swelling visible",approved,2026-09-22 17:47:38.029136,,False,1.2193775869998467,4,2022-04-03,2024-04-02,311.61,4765.7,premium,731,0.06676039196760183,tablet,2021-09-23,1152.97,923,0.27594820333573294,1,4,2,1,3,37,170,6.049219858218685e-05,3,0,6,0,0.5,0
CLM-000044,POL-004691,CUS-002677,DEV-002803,REP-000298,software_issue,161.35,2024-07-14,"Firmware update bricked the device, won't boot past logo",submitted,2026-09-22 17:47:38.030358,,False,0.8770737753038638,5,2023-11-15,2025-11-14,364.9,2290.22,premium,242,0.0704517469937386,television,2023-08-10,1748.95,339,0.09225535321192715,4,5,2,1,3,81,211,5.9812621534282276e-05,2,0,7,0,0.5,0
CLM-000045,POL-003772,CUS-001000,DEV-000816,REP-000346,accidental_damage,527.13,2023-05-16,"Device fell from pocket while running, multiple scratches and broken glass",approved,2026-09-22 17:47:38.031585,,False,2.833209713309039,5,2023-08-01,2024-07-31,55.57,1079.68,basic,0,0.4882279934795495,television,2024-03-02,466.93,0,1.128927248195661,0,5,0,1,3,39,253,5.71684972266694e-05,4,0,5,0,0.5,0
CLM-000046,POL-000442,CUS-001912,DEV-001559,,screen_damage,345.92,2023-07-04,Screen cracked from edge to edge after minor drop,submitted,2026-09-22 17:47:38.032777,,False,0.5496246276067528,2,2023-10-06,2025-10-05,248.15,4457.54,premium,0,0.07760334175352325,smartwatch,2021-11-26,165.14,585,2.0947075208913652,3,3,2,0,2,25,266,4.89538978743798e-05,8,0,0,0,0.5,0
CLM-000047,POL-001366,CUS-000688,DEV-000061,REP-000090,water_damage,173.51,2024-02-08,"Device exposed to rain, screen flickering and touch issues",submitted,2026-09-22 17:47:38.033995,,False,0.5194754648064429,3,2023-12-24,2024-12-23,237.51,2595.48,standard,46,0.06685083298657667,smartphone,2024-01-19,801.39,20,0.21651131159610176,6,2,3,1,3,40,252,6.132040220540065e-05,2,0,9,0,0.5,0
CLM-000048,POL-001381,CUS-002171,DEV-002470,,water_damage,176.4,2023-08-02,"Coffee spill on device, keyboard and trackpad not working",approved,2026-09-22 17:47:38.035185,,False,0.8088857186528762,9,2024-04-23,2025-04-23,275.37,1234.42,standard,0,0.14290111955412257,laptop,2024-04-09,650.3,0,0.271259418729817,6,1,3,0,2,81,211,4.719637061248553e-05,1,0,0,0,0.5,0
CLM-000049,POL-002201,CUS-001581,DEV-000482,REP-000664,mechanical_failure,277.34,2024-07-18,"Device stopped turning on suddenly, no response to charging",approved,2026-09-22 17:47:38.036417,,False,0.6846193912135492,10,2023-11-28,2024-11-27,219.43,3545.11,premium,233,0.07823170508108351,smartwatch,2024-02-25,335.78,144,0.8259574721543868,2,3,2,1,3,96,149,5.669156566653823e-05,6,0,6,0,0.5,0
CLM-000050,POL-000877,CUS-001384,DEV-000367,,accidental_damage,3149.78,2024-04-17,"Device slipped from hand in parking lot, back panel cracked",denied,2026-09-22 17:47:38.037584,,False,2.188689821302419,3,2022-11-15,2023-11-15,117.15,1125.5,basic,519,2.798560639715682,smartphone,2022-04-16,1153.39,732,2.7308889447628295,0,2,0,0,2,142,134,5.087868733173465e-05,2,0,0,0,0.5,0
CLM-000051,POL-003585,CUS-000368,DEV-002076,,mechanical_failure,91.78,2023-09-13,"Hinge mechanism broken, screen wobbly and disconnecting",denied,2026-09-22 17:47:38.038733,,False,0.30032722513089005,5,2024-04-27,2026-04-27,215.69,3984.94,premium,0,0.02303171440473382,smartwatch,2024-01-01,243.71,0,0.37659513356037916,2,3,2,0,2,31,151,4.733767620450608e-05,1,0,0,0,0.7732,0
CLM-000052,POL-002055,CUS-002349,DEV-001180,,theft,404.6,2024-08-09,"Bag with device snatched at train station, police report filed",approved,2026-09-22 17:47:38.039909,,False,1.0,1,2023-10-16,2026-10-15,81.94,694.98,basic,298,0.5821750266194711,tablet,2021-04-18,688.75,1209,0.5874410163339383,5,4,0,0,2,42,157,7.145132319388335e-05,0,0,0,0,0.5,0
CLM-000053,POL-003019,CUS-001894,DEV-000073,REP-000500,theft,251.4,2023-02-15,"Home burglary, device among stolen items, police report #PR-73882",denied,2026-09-22 17:47:38.041123,,False,1.039755984076927,4,2022-01-30,2025-01-29,62.59,942.57,basic,381,0.26671759126643113,laptop,2022-06-08,679.56,252,0.36994525869680384,5,1,0,1,3,43,117,6.07866293797598e-05,5,0,3,0,0.5,0
CLM-000054,POL-002630,CUS-000463,DEV-001839,,water_damage,52.71,2024-02-12,"Coffee spill on device, keyboard and trackpad not working",under_review,2026-09-22 17:47:38.042303,,False,0.17934305526256694,5,2023-11-08,2024-11-07,430.1,4007.91,premium,96,0.013151492922745272,laptop,2021-05-07,913.96,1011,0.05767210818854217,6,1,2,0,2,31,151,5.4120860593639005e-05,0,0,0,0,0.5,0
CLM-000055,POL-000566,CUS-001495,DEV-001949,,battery_issue,498.31,2024-07-05,"Device overheating during normal use, battery swelling visible",submitted,2026-09-22 17:47:38.043477,,False,1.303089206952459,3,2023-06-29,2025-06-28,361.85,9131.83,extended,372,0.0545684709417499,smartwatch,2022-05-11,314.93,786,1.5822881275204013,1,3,1,0,2,17,185,4.924792751815009e-05,3,0,0,0,0.5,0
CLM-000056,POL-003275,CUS-000676,DEV-000812,,mechanical_failure,323.9,2024-07-28,"Hinge mechanism broken, screen wobbly and disconnecting",submitted,2026-09-22 17:47:38.044659,,False,0.9019520481189607,5,2023-03-05,2026-03-04,60.37,1429.36,basic,511,0.22660491408742375,smartwatch,2022-02-14,160.98,895,2.012051186482793,2,3,0,0,2,45,190,4.40438749175018e-05,2,0,0,0,0.5,0
CLM-000057,POL-004295,CUS-002911,DEV-000103,REP-000419,water_damage,134.69,2024-11-19,"Water leaked into bag during storm, device screen has water marks",under_review,2026-09-22 17:47:38.045875,,False,0.5610914392834826,3,2024-01-06,2026-01-05,190.46,2121.3,standard,318,0.06349408381652759,smartwatch,2023-10-03,600.39,413,0.22433751394926632,6,3,3,1,3,17,185,6.795695509242851e-05,1,0,3,0,0.5,0
CLM-000058,POL-004070,CUS-000729,DEV-002580,REP-000679,theft,438.49,2023-02-28,"Device stolen from car, filed police report #PR-80754",submitted,2026-09-22 17:47:38.047083,,False,1.0320915672211406,7,2023-02-07,2025-02-06,254.17,1539.42,standard,21,0.28484104402956956,television,2021-05-28,1388.93,641,0.31570345517772674,5,5,3,1,3,42,157,5.465850401978544e-05,7,0,8,0,0.5,0
CLM-000059,POL-002762,CUS-002560,DEV-000123,,software_issue,145.22,2023-10-05,"Device freezing every 10 minutes, requires hard restart",under_review,2026-09-22 17:47:38.048261,,False,0.32209197875195456,2,2023-04-03,2025-04-02,410.1,4260.46,premium,185,0.03408552128173953,smartwatch,2023-02-25,327.98,222,0.44277090066467467,4,3,2,0,2,39,253,4.7268658506902404e-05,4,0,0,0,0.5,0
CLM-000060,POL-001621,CUS-001572,DEV-001124,REP-000496,mechanical_failure,73.22,2024-04-04,"Camera module not functioning, shows black screen",submitted,2026-09-22 17:47:38.049497,,False,0.2887337828778737,3,2022-03-20,2023-03-20,183.23,1699.79,standard,746,0.04307590937704069,laptop,2022-01-28,2832.67,797,0.0258484045088203,2,1,3,1,3,75,184,5.933707982627268e-05,5,0,5,0,0.5,0
CLM-000061,POL-002250,CUS-001380,DEV-000695,,screen_damage,54.8,2023-02-18,LCD bleeding visible on left side of screen,denied,2026-09-22 17:47:38.050671,,False,0.17927439669367412,3,2023-02-28,2026-02-27,63.12,1086.96,basic,0,0.05041583866931625,tablet,2021-11-08,1361.57,467,0.040247655280301414,3,4,0,0,2,128,197,4.2840869512780716e-05,11,0,0,0,0.5,0
CLM-000062,POL-000773,CUS-002929,DEV-002600,,battery_issue,331.34,2023-10-10,"Charging takes over 8 hours for full charge, battery degraded",under_review,2026-09-22 17:47:38.051858,,False,0.691909003963431,5,2023-02-23,2024-02-23,134.61,546.33,basic,229,0.6064832610327091,smartphone,2022-06-09,724.21,488,0.457519227848276,1,2,0,0,2,75,184,4.739681965114036e-05,1,0,0,0,0.5,0
CLM-000063,POL-004268,CUS-002239,DEV-000084,,mechanical_failure,223.78,2023-06-03,"Device stopped turning on suddenly, no response to charging",submitted,2026-09-22 17:47:38.053038,,False,0.4919022555472786,9,2023-11-06,2024-11-05,189.85,2201.4,standard,0,0.1016534932315799,tablet,2022-11-10,572.89,205,0.3906159995810714,2,4,3,0,2,6,344,4.5519016073601796e-05,2,0,0,0,0.5,0
CLM-000064,POL-000236,CUS-002284,DEV-002053,,software_issue,1974.95,2023-02-09,"Operating system corrupted after update, data inaccessible",submitted,2026-09-22 17:47:38.054236,,False,2.9982655164168683,4,2022-06-02,2025-06-01,331.66,5513.94,extended,252,0.3581740098731579,appliance,2022-03-03,1409.78,343,1.4008923378115734,4,0,1,0,2,133,244,4.235375907405611e-05,6,0,0,0,0.5,0
CLM-000065,POL-001966,CUS-002673,DEV-002300,REP-000625,theft,115.9,2023-03-11,"Bag with device snatched at train station, police report filed",under_review,2026-09-22 17:47:38.055483,,False,0.23175944209763294,4,2022-11-22,2024-11-21,290.12,3930.93,premium,109,0.02948411699012702,smartwatch,2021-06-03,601.4,646,0.19271699368141007,5,3,2,1,3,23,168,5.759046333392947e-05,10,0,4,0,0.5,0
CLM-000066,POL-002566,CUS-002684,DEV-000028,REP-000099,theft,257.0,2024-11-15,"Device stolen from car, filed police report #PR-76167",under_review,2026-09-22 17:47:38.056703,,False,1.0,1,2022-03-15,2025-03-14,109.2,769.98,basic,976,0.3337749032442401,television,2023-07-09,756.58,495,0.33968648391445716,5,5,0,1,3,110,151,5.974635598497614e-05,5,0,5,0,0.323,0
