detected_ring_id,claim_id,community_id,community_size,community_density,n_claim_members
DRING-001,CLM-003874,19,261,0.0094,118
DRING-001,CLM-003911,19,261,0.0094,118
DRING-001,CLM-004045,19,261,0.0094,118
DRING-001,CLM-004069,19,261,0.0094,118
DRING-001,CLM-004124,19,261,0.0094,118
DRING-001,CLM-004142,19,261,0.0094,118
DRING-001,CLM-004189,19,261,0.0094,118
DRING-001,CLM-004330,19,261,0.0094,118
DRING-001,CLM-004356,19,261,0.0094,118
DRING-001,CLM-004432,19,261,0.0094,118
DRING-001,CLM-004459,19,261,0.0094,118
DRING-001,CLM-004499,19,261,0.0094,118
DRING-001,CLM-004535,19,261,0.0094,118
DRING-001,CLM-004556,19,261,0.0094,118
DRING-001,CLM-004574,19,261,0.0094,118
DRING-001,CLM-004725,19,261,0.0094,118
DRING-001,CLM-004760,19,261,0.0094,118
DRING-001,CLM-004779,19,261,0.0094,118
DRING-001,CLM-005027,19,261,0.0094,118
DRING-001,CLM-005111,19,261,0.0094,118
DRING-001,CLM-005274,19,261,0.0094,118
DRING-001,CLM-005321,19,261,0.0094,118
DRING-001,CLM-005394,19,261,0.0094,118
DRING-001,CLM-005414,19,261,0.0094,118
DRING-001,CLM-005475,19,261,0.0094,118
DRING-001,CLM-005496,19,261,0.0094,118
DRING-001,CLM-005644,19,261,0.0094,118
DRING-001,CLM-005754,19,261,0.0094,118
DRING-001,CLM-005878,19,261,0.0094,118
DRING-001,CLM-005890,19,261,0.0094,118
DRING-001,CLM-005912,19,261,0.0094,118
DRING-001,CLM-005950,19,261,0.0094,118
DRING-001,CLM-005969,19,261,0.0094,118
DRING-001,CLM-005993,19,261,0.0094,118
DRING-001,CLM-006006,19,261,0.0094,118
DRING-001,CLM-006049,19,261,0.0094,118
DRING-001,CLM-006089,19,261,0.0094,118
DRING-001,CLM-006241,19,261,0.0094,118
DRING-001,CLM-006246,19,261,0.0094,118
DRING-001,CLM-006276,19,261,0.0094,118
DRING-001,CLM-006385,19,261,0.0094,118
DRING-001,CLM-006425,19,261,0.0094,118
DRING-001,CLM-006627,19,261,0.0094,118
DRING-001,CLM-006666,19,261,0.0094,118
DRING-001,CLM-006758,19,261,0.0094,118
DRING-001,CLM-006818,19,261,0.0094,118
DRING-001,CLM-006913,19,261,0.0094,118
DRING-001,CLM-007084,19,261,0.0094,118
DRING-002,CLM-000002,1,187,0.0135,91
DRING-002,CLM-000071,1,187,0.0135,91
DRING-002,CLM-000154,1,187,0.0135,91
DRING-002,CLM-000201,1,187,0.0135,91
DRING-002,CLM-000395,1,187,0.0135,91
DRING-002,CLM-000399,1,187,0.0135,91
DRING-002,CLM-000424,1,187,0.0135,91
DRING-002,CLM-000460,1,187,0.0135,91
DRING-002,CLM-000608,1,187,0.0135,91
DRING-002,CLM-000716,1,187,0.0135,91
DRING-002,CLM-000755,1,187,0.0135,91
DRING-002,CLM-000956,1,187,0.0135,91
DRING-002,CLM-000968,1,187,0.0135,91
DRING-002,CLM-001052,1,187,0.0135,91
DRING-002,CLM-001088,1,187,0.0135,91
DRING-002,CLM-001095,1,187,0.0135,91
DRING-002,CLM-001155,1,187,0.0135,91
DRING-002,CLM-001174,1,187,0.0135,91
DRING-002,CLM-001180,1,187,0.0135,91
DRING-002,CLM-001193,1,187,0.0135,91
DRING-002,CLM-001234,1,187,0.0135,91
DRING-002,CLM-001247,1,187,0.0135,91
DRING-002,CLM-001298,1,187,0.0135,91
DRING-002,CLM-001312,1,187,0.0135,91
DRING-002,CLM-001611,1,187,0.0135,91
DRING-002,CLM-001612,1,187,0.0135,91
DRING-002,CLM-001814,1,187,0.0135,91
DRING-002,CLM-001847,1,187,0.0135,91
DRING-002,CLM-001864,1,187,0.0135,91
DRING-002,CLM-001877,1,187,0.0135,91
DRING-002,CLM-002004,1,187,0.0135,91
DRING-002,CLM-002083,1,187,0.0135,91
DRING-002,CLM-002159,1,187,0.0135,91
DRING-002,CLM-002182,1,187,0.0135,91
DRING-002,CLM-002186,1,187,0.0135,91
DRING-002,CLM-002196,1,187,0.0135,91
DRING-002,CLM-002298,1,187,0.0135,91
DRING-002,CLM-002371,1,187,0.0135,91
DRING-002,CLM-002396,1,187,0.0135,91
DRING-002,CLM-002480,1,187,0.0135,91
DRING-002,CLM-002554,1,187,0.0135,91
DRING-002,CLM-002723,1,187,0.0135,91
DRING-002,CLM-002725,1,187,0.0135,91
DRING-002,CLM-002993,1,187,0.0135,91
DRING-002,CLM-003036,1,187,0.0135,91
DRING-002,CLM-003078,1,187,0.0135,91
DRING-002,CLM-003138,1,187,0.0135,91
DRING-002,CLM-003144,1,187,0.0135,91
DRING-002,CLM-003151,1,187,0.0135,91
DRING-002,CLM-003245,1,187,0.0135,91
DRING-002,CLM-003271,1,187,0.0135,91
DRING-002,CLM-003548,1,187,0.0135,91
DRING-002,CLM-003771,1,187,0.0135,91
DRING-002,CLM-003933,1,187,0.0135,91
DRING-002,CLM-004038,1,187,0.0135,91
DRING-002,CLM-004100,1,187,0.0135,91
DRING-002,CLM-004108,1,187,0.0135,91
DRING-002,CLM-004246,1,187,0.0135,91
DRING-002,CLM-004278,1,187,0.0135,91
DRING-002,CLM-004319,1,187,0.0135,91
DRING-002,CLM-004320,1,187,0.0135,91
DRING-002,CLM-004367,1,187,0.0135,91
DRING-002,CLM-004409,1,187,0.0135,91
DRING-002,CLM-004493,1,187,0.0135,91
DRING-002,CLM-004500,1,187,0.0135,91
DRING-002,CLM-004839,1,187,0.0135,91
DRING-002,CLM-004910,1,187,0.0135,91
DRING-002,CLM-005257,1,187,0.0135,91
DRING-002,CLM-005264,1,187,0.0135,91
DRING-002,CLM-005404,1,187,0.0135,91
DRING-002,CLM-005552,1,187,0.0135,91
DRING-002,CLM-005555,1,187,0.0135,91
DRING-002,CLM-005572,1,187,0.0135,91
DRING-002,CLM-005718,1,187,0.0135,91
DRING-002,CLM-005899,1,187,0.0135,91
DRING-002,CLM-005966,1,187,0.0135,91
DRING-002,CLM-006177,1,187,0.0135,91
DRING-002,CLM-006394,1,187,0.0135,91
DRING-002,CLM-006412,1,187,0.0135,91
DRING-002,CLM-006422,1,187,0.0135,91
DRING-002,CLM-006429,1,187,0.0135,91
DRING-002,CLM-006449,1,187,0.0135,91
DRING-002,CLM-006565,1,187,0.0135,91
DRING-002,CLM-006577,1,187,0.0135,91
DRING-002,CLM-006629,1,187,0.0135,91
DRING-002,CLM-006642,1,187,0.0135,91
DRING-002,CLM-006668,1,187,0.0135,91
DRING-002,CLM-006989,1,187,0.0135,91
DRING-002,CLM-007075,1,187,0.0135,91
DRING-002,CLM-007076,1,187,0.0135,91
DRING-002,CLM-007077,1,187,0.0135,91
DRING-003,CLM-000003,21,196,0.0127,97
DRING-003,CLM-000022,21,196,0.0127,97
DRING-003,CLM-000074,21,196,0.0127,97
DRING-003,CLM-000088,21,196,0.0127,97
DRING-003,CLM-000192,21,196,0.0127,97
DRING-003,CLM-000211,21,196,0.0127,97
DRING-003,CLM-000283,21,196,0.0127,97
DRING-003,CLM-000561,21,196,0.0127,97
DRING-003,CLM-000623,21,196,0.0127,97
DRING-003,CLM-000670,21,196,0.0127,97
DRING-003,CLM-000744,21,196,0.0127,97
DRING-003,CLM-000798,21,196,0.0127,97
DRING-003,CLM-000871,21,196,0.0127,97
DRING-003,CLM-001010,21,196,0.0127,97
DRING-003,CLM-001058,21,196,0.0127,97
DRING-003,CLM-001083,21,196,0.0127,97
DRING-003,CLM-001117,21,196,0.0127,97
DRING-003,CLM-001125,21,196,0.0127,97
DRING-003,CLM-001223,21,196,0.0127,97
DRING-003,CLM-001227,21,196,0.0127,97
DRING-003,CLM-001288,21,196,0.0127,97
DRING-003,CLM-001304,21,196,0.0127,97
DRING-003,CLM-001671,21,196,0.0127,97
DRING-003,CLM-001680,21,196,0.0127,97
DRING-003,CLM-001750,21,196,0.0127,97
DRING-003,CLM-001770,21,196,0.0127,97
DRING-003,CLM-001792,21,196,0.0127,97
DRING-003,CLM-001827,21,196,0.0127,97
DRING-003,CLM-001914,21,196,0.0127,97
DRING-003,CLM-002274,21,196,0.0127,97
DRING-003,CLM-002308,21,196,0.0127,97
DRING-003,CLM-002414,21,196,0.0127,97
DRING-003,CLM-002422,21,196,0.0127,97
DRING-003,CLM-002557,21,196,0.0127,97
DRING-003,CLM-002644,21,196,0.0127,97
DRING-003,CLM-002686,21,196,0.0127,97
DRING-003,CLM-002719,21,196,0.0127,97
DRING-003,CLM-002809,21,196,0.0127,97
DRING-003,CLM-002868,21,196,0.0127,97
DRING-003,CLM-002934,21,196,0.0127,97
DRING-003,CLM-002936,21,196,0.0127,97
DRING-003,CLM-002963,21,196,0.0127,97
DRING-003,CLM-003024,21,196,0.0127,97
DRING-003,CLM-003108,21,196,0.0127,97
DRING-003,CLM-003116,21,196,0.0127,97
DRING-003,CLM-003123,21,196,0.0127,97
DRING-003,CLM-003175,21,196,0.0127,97
DRING-003,CLM-003210,21,196,0.0127,97
DRING-003,CLM-003246,21,196,0.0127,97
DRING-003,CLM-003334,21,196,0.0127,97
DRING-003,CLM-003386,21,196,0.0127,97
DRING-003,CLM-003410,21,196,0.0127,97
DRING-003,CLM-003427,21,196,0.0127,97
DRING-003,CLM-003569,21,196,0.0127,97
DRING-003,CLM-003573,21,196,0.0127,97
DRING-003,CLM-003750,21,196,0.0127,97
DRING-003,CLM-003770,21,196,0.0127,97
DRING-003,CLM-003882,21,196,0.0127,97
DRING-003,CLM-003898,21,196,0.0127,97
DRING-003,CLM-003906,21,196,0.0127,97
DRING-003,CLM-003994,21,196,0.0127,97
DRING-003,CLM-004030,21,196,0.0127,97
DRING-003,CLM-004269,21,196,0.0127,97
DRING-003,CLM-004294,21,196,0.0127,97
DRING-003,CLM-004331,21,196,0.0127,97
DRING-003,CLM-004399,21,196,0.0127,97
DRING-003,CLM-004592,21,196,0.0127,97
DRING-003,CLM-004630,21,196,0.0127,97
DRING-003,CLM-004636,21,196,0.0127,97
DRING-003,CLM-004925,21,196,0.0127,97
DRING-003,CLM-004931,21,196,0.0127,97
DRING-003,CLM-005154,21,196,0.0127,97
DRING-003,CLM-005185,21,196,0.0127,97
DRING-003,CLM-005341,21,196,0.0127,97
DRING-003,CLM-005347,21,196,0.0127,97
DRING-003,CLM-005379,21,196,0.0127,97
DRING-003,CLM-005424,21,196,0.0127,97
DRING-003,CLM-005525,21,196,0.0127,97
DRING-003,CLM-005598,21,196,0.0127,97
DRING-003,CLM-005838,21,196,0.0127,97
DRING-003,CLM-005915,21,196,0.0127,97
DRING-003,CLM-006007,21,196,0.0127,97
DRING-003,CLM-006074,21,196,0.0127,97
DRING-003,CLM-006159,21,196,0.0127,97
DRING-003,CLM-006209,21,196,0.0127,97
DRING-003,CLM-006273,21,196,0.0127,97
DRING-003,CLM-006282,21,196,0.0127,97
DRING-003,CLM-006324,21,196,0.0127,97
DRING-003,CLM-006398,21,196,0.0127,97
DRING-003,CLM-006399,21,196,0.0127,97
DRING-003,CLM-006505,21,196,0.0127,97
DRING-003,CLM-006602,21,196,0.0127,97
DRING-003,CLM-006616,21,196,0.0127,97
DRING-003,CLM-006667,21,196,0.0127,97
DRING-003,CLM-006777,21,196,0.0127,97
DRING-003,CLM-006846,21,196,0.0127,97
DRING-003,CLM-006861,21,196,0.0127,97
DRING-004,CLM-000004,3,130,0.0193,61
DRING-004,CLM-000009,3,130,0.0193,61
DRING-004,CLM-000356,3,130,0.0193,61
DRING-004,CLM-000615,3,130,0.0193,61
DRING-004,CLM-000733,3,130,0.0193,61
DRING-004,CLM-001012,3,130,0.0193,61
DRING-004,CLM-001041,3,130,0.0193,61
DRING-004,CLM-001201,3,130,0.0193,61
DRING-004,CLM-001366,3,130,0.0193,61
DRING-004,CLM-001428,3,130,0.0193,61
DRING-004,CLM-001529,3,130,0.0193,61
DRING-004,CLM-001595,3,130,0.0193,61
DRING-004,CLM-001692,3,130,0.0193,61
DRING-004,CLM-001820,3,130,0.0193,61
DRING-004,CLM-001923,3,130,0.0193,61
DRING-004,CLM-002008,3,130,0.0193,61
DRING-004,CLM-002030,3,130,0.0193,61
DRING-004,CLM-002208,3,130,0.0193,61
DRING-004,CLM-002227,3,130,0.0193,61
DRING-004,CLM-002263,3,130,0.0193,61
DRING-004,CLM-002279,3,130,0.0193,61
DRING-004,CLM-002300,3,130,0.0193,61
DRING-004,CLM-002331,3,130,0.0193,61
DRING-004,CLM-002421,3,130,0.0193,61
DRING-004,CLM-002446,3,130,0.0193,61
DRING-004,CLM-002907,3,130,0.0193,61
DRING-004,CLM-002956,3,130,0.0193,61
DRING-004,CLM-003006,3,130,0.0193,61
DRING-004,CLM-003015,3,130,0.0193,61
DRING-004,CLM-003239,3,130,0.0193,61
DRING-004,CLM-003324,3,130,0.0193,61
DRING-004,CLM-003541,3,130,0.0193,61
DRING-004,CLM-003721,3,130,0.0193,61
DRING-004,CLM-003802,3,130,0.0193,61
DRING-004,CLM-004065,3,130,0.0193,61
DRING-004,CLM-004133,3,130,0.0193,61
DRING-004,CLM-004309,3,130,0.0193,61
DRING-004,CLM-004324,3,130,0.0193,61
DRING-004,CLM-004416,3,130,0.0193,61
DRING-004,CLM-004417,3,130,0.0193,61
DRING-004,CLM-004449,3,130,0.0193,61
DRING-004,CLM-004490,3,130,0.0193,61
DRING-004,CLM-004755,3,130,0.0193,61
DRING-004,CLM-004885,3,130,0.0193,61
DRING-004,CLM-004891,3,130,0.0193,61
DRING-004,CLM-004895,3,130,0.0193,61
DRING-004,CLM-005002,3,130,0.0193,61
DRING-004,CLM-005014,3,130,0.0193,61
DRING-004,CLM-005047,3,130,0.0193,61
DRING-004,CLM-005058,3,130,0.0193,61
DRING-004,CLM-005092,3,130,0.0193,61
DRING-004,CLM-005244,3,130,0.0193,61
DRING-004,CLM-005249,3,130,0.0193,61
DRING-004,CLM-005258,3,130,0.0193,61
DRING-004,CLM-005362,3,130,0.0193,61
DRING-004,CLM-005490,3,130,0.0193,61
DRING-004,CLM-005747,3,130,0.0193,61
DRING-004,CLM-005834,3,130,0.0193,61
DRING-004,CLM-006067,3,130,0.0193,61
DRING-004,CLM-006301,3,130,0.0193,61
DRING-004,CLM-006776,3,130,0.0193,61
DRING-005,CLM-000005,4,171,0.0149,85
DRING-005,CLM-000138,4,171,0.0149,85
DRING-005,CLM-000259,4,171,0.0149,85
DRING-005,CLM-000265,4,171,0.0149,85
DRING-005,CLM-000479,4,171,0.0149,85
DRING-005,CLM-000516,4,171,0.0149,85
DRING-005,CLM-000562,4,171,0.0149,85
DRING-005,CLM-000573,4,171,0.0149,85
DRING-005,CLM-000596,4,171,0.0149,85
DRING-005,CLM-000605,4,171,0.0149,85
DRING-005,CLM-000810,4,171,0.0149,85
DRING-005,CLM-000986,4,171,0.0149,85
DRING-005,CLM-001011,4,171,0.0149,85
DRING-005,CLM-001047,4,171,0.0149,85
DRING-005,CLM-001105,4,171,0.0149,85
DRING-005,CLM-001153,4,171,0.0149,85
DRING-005,CLM-001191,4,171,0.0149,85
DRING-005,CLM-001252,4,171,0.0149,85
DRING-005,CLM-001253,4,171,0.0149,85
DRING-005,CLM-001261,4,171,0.0149,85
DRING-005,CLM-001485,4,171,0.0149,85
DRING-005,CLM-001514,4,171,0.0149,85
DRING-005,CLM-001537,4,171,0.0149,85
DRING-005,CLM-001818,4,171,0.0149,85
DRING-005,CLM-001832,4,171,0.0149,85
DRING-005,CLM-001960,4,171,0.0149,85
DRING-005,CLM-001967,4,171,0.0149,85
DRING-005,CLM-001970,4,171,0.0149,85
DRING-005,CLM-002090,4,171,0.0149,85
DRING-005,CLM-002105,4,171,0.0149,85
DRING-005,CLM-002351,4,171,0.0149,85
DRING-005,CLM-002373,4,171,0.0149,85
DRING-005,CLM-002440,4,171,0.0149,85
DRING-005,CLM-002630,4,171,0.0149,85
DRING-005,CLM-002707,4,171,0.0149,85
DRING-005,CLM-002844,4,171,0.0149,85
DRING-005,CLM-003039,4,171,0.0149,85
DRING-005,CLM-003171,4,171,0.0149,85
DRING-005,CLM-003306,4,171,0.0149,85
DRING-005,CLM-003471,4,171,0.0149,85
DRING-005,CLM-003516,4,171,0.0149,85
DRING-005,CLM-003790,4,171,0.0149,85
DRING-005,CLM-003880,4,171,0.0149,85
DRING-005,CLM-003905,4,171,0.0149,85
DRING-005,CLM-003931,4,171,0.0149,85
DRING-005,CLM-004022,4,171,0.0149,85
DRING-005,CLM-004078,4,171,0.0149,85
DRING-005,CLM-004097,4,171,0.0149,85
DRING-005,CLM-004125,4,171,0.0149,85
DRING-005,CLM-004182,4,171,0.0149,85
DRING-005,CLM-004209,4,171,0.0149,85
DRING-005,CLM-004213,4,171,0.0149,85
DRING-005,CLM-004241,4,171,0.0149,85
DRING-005,CLM-004375,4,171,0.0149,85
DRING-005,CLM-004455,4,171,0.0149,85
DRING-005,CLM-004471,4,171,0.0149,85
DRING-005,CLM-004495,4,171,0.0149,85
DRING-005,CLM-004631,4,171,0.0149,85
DRING-005,CLM-004722,4,171,0.0149,85
DRING-005,CLM-004732,4,171,0.0149,85
DRING-005,CLM-004808,4,171,0.0149,85
DRING-005,CLM-004868,4,171,0.0149,85
DRING-005,CLM-005018,4,171,0.0149,85
DRING-005,CLM-005194,4,171,0.0149,85
DRING-005,CLM-005385,4,171,0.0149,85
DRING-005,CLM-005473,4,171,0.0149,85
DRING-005,CLM-005485,4,171,0.0149,85
DRING-005,CLM-005581,4,171,0.0149,85
DRING-005,CLM-005771,4,171,0.0149,85
DRING-005,CLM-005782,4,171,0.0149,85
DRING-005,CLM-005871,4,171,0.0149,85
DRING-005,CLM-006032,4,171,0.0149,85
DRING-005,CLM-006101,4,171,0.0149,85
DRING-005,CLM-006226,4,171,0.0149,85
DRING-005,CLM-006401,4,171,0.0149,85
DRING-005,CLM-006517,4,171,0.0149,85
DRING-005,CLM-006633,4,171,0.0149,85
DRING-005,CLM-006716,4,171,0.0149,85
DRING-005,CLM-006733,4,171,0.0149,85
DRING-005,CLM-006767,4,171,0.0149,85
DRING-005,CLM-006844,4,171,0.0149,85
DRING-005,CLM-006883,4,171,0.0149,85
DRING-005,CLM-006937,4,171,0.0149,85
DRING-005,CLM-006942,4,171,0.0149,85
DRING-005,CLM-006947,4,171,0.0149,85
DRING-006,CLM-000006,5,184,0.0134,86
DRING-006,CLM-000069,5,184,0.0134,86
DRING-006,CLM-000464,5,184,0.0134,86
DRING-006,CLM-000594,5,184,0.0134,86
DRING-006,CLM-000654,5,184,0.0134,86
DRING-006,CLM-000688,5,184,0.0134,86
DRING-006,CLM-000878,5,184,0.0134,86
DRING-006,CLM-000926,5,184,0.0134,86
DRING-006,CLM-001035,5,184,0.0134,86
DRING-006,CLM-001098,5,184,0.0134,86
DRING-006,CLM-001285,5,184,0.0134,86
DRING-006,CLM-001326,5,184,0.0134,86
DRING-006,CLM-001568,5,184,0.0134,86
DRING-006,CLM-001745,5,184,0.0134,86
DRING-006,CLM-001775,5,184,0.0134,86
DRING-006,CLM-001817,5,184,0.0134,86
DRING-006,CLM-001865,5,184,0.0134,86
DRING-006,CLM-001891,5,184,0.0134,86
DRING-006,CLM-002019,5,184,0.0134,86
DRING-006,CLM-002071,5,184,0.0134,86
DRING-006,CLM-002072,5,184,0.0134,86
DRING-006,CLM-002143,5,184,0.0134,86
DRING-006,CLM-002209,5,184,0.0134,86
DRING-006,CLM-002304,5,184,0.0134,86
DRING-006,CLM-002332,5,184,0.0134,86
DRING-006,CLM-002532,5,184,0.0134,86
DRING-006,CLM-002555,5,184,0.0134,86
DRING-006,CLM-002593,5,184,0.0134,86
DRING-006,CLM-002798,5,184,0.0134,86
DRING-006,CLM-002818,5,184,0.0134,86
DRING-006,CLM-002849,5,184,0.0134,86
DRING-006,CLM-003077,5,184,0.0134,86
DRING-006,CLM-003161,5,184,0.0134,86
DRING-006,CLM-003279,5,184,0.0134,86
DRING-006,CLM-003291,5,184,0.0134,86
DRING-006,CLM-003312,5,184,0.0134,86
DRING-006,CLM-003431,5,184,0.0134,86
DRING-006,CLM-003449,5,184,0.0134,86
DRING-006,CLM-003466,5,184,0.0134,86
DRING-006,CLM-003554,5,184,0.0134,86
DRING-006,CLM-003584,5,184,0.0134,86
DRING-006,CLM-003708,5,184,0.0134,86
DRING-006,CLM-003727,5,184,0.0134,86
DRING-006,CLM-003755,5,184,0.0134,86
DRING-006,CLM-003767,5,184,0.0134,86
DRING-006,CLM-003781,5,184,0.0134,86
DRING-006,CLM-003887,5,184,0.0134,86
DRING-006,CLM-004062,5,184,0.0134,86
DRING-006,CLM-004082,5,184,0.0134,86
DRING-006,CLM-004174,5,184,0.0134,86
DRING-006,CLM-004184,5,184,0.0134,86
DRING-006,CLM-004212,5,184,0.0134,86
DRING-006,CLM-004644,5,184,0.0134,86
DRING-006,CLM-004774,5,184,0.0134,86
DRING-006,CLM-004787,5,184,0.0134,86
DRING-006,CLM-004917,5,184,0.0134,86
DRING-006,CLM-004953,5,184,0.0134,86
DRING-006,CLM-005003,5,184,0.0134,86
DRING-006,CLM-005005,5,184,0.0134,86
DRING-006,CLM-005012,5,184,0.0134,86
DRING-006,CLM-005045,5,184,0.0134,86
DRING-006,CLM-005106,5,184,0.0134,86
DRING-006,CLM-005252,5,184,0.0134,86
DRING-006,CLM-005323,5,184,0.0134,86
DRING-006,CLM-005925,5,184,0.0134,86
DRING-006,CLM-005934,5,184,0.0134,86
DRING-006,CLM-005952,5,184,0.0134,86
DRING-006,CLM-006014,5,184,0.0134,86
DRING-006,CLM-006099,5,184,0.0134,86
DRING-006,CLM-006123,5,184,0.0134,86
DRING-006,CLM-006150,5,184,0.0134,86
DRING-006,CLM-006161,5,184,0.0134,86
DRING-006,CLM-006182,5,184,0.0134,86
DRING-006,CLM-006191,5,184,0.0134,86
DRING-006,CLM-006475,5,184,0.0134,86
DRING-006,CLM-006571,5,184,0.0134,86
DRING-006,CLM-006641,5,184,0.0134,86
DRING-006,CLM-006655,5,184,0.0134,86
DRING-006,CLM-006662,5,184,0.0134,86
DRING-006,CLM-006708,5,184,0.0134,86
DRING-006,CLM-006713,5,184,0.0134,86
DRING-006,CLM-006727,5,184,0.0134,86
DRING-006,CLM-006741,5,184,0.0134,86
DRING-006,CLM-006845,5,184,0.0134,86
DRING-006,CLM-006988,5,184,0.0134,86
DRING-006,CLM-007012,5,184,0.0134,86
DRING-007,CLM-000007,6,344,0.0073,165
DRING-007,CLM-000028,6,344,0.0073,165
DRING-007,CLM-000030,6,344,0.0073,165
DRING-007,CLM-000063,6,344,0.0073,165
DRING-007,CLM-000111,6,344,0.0073,165
DRING-007,CLM-000121,6,344,0.0073,165
DRING-007,CLM-000181,6,344,0.0073,165
DRING-007,CLM-000184,6,344,0.0073,165
DRING-007,CLM-000220,6,344,0.0073,165
DRING-007,CLM-000235,6,344,0.0073,165
DRING-007,CLM-000359,6,344,0.0073,165
DRING-007,CLM-000485,6,344,0.0073,165
DRING-007,CLM-000514,6,344,0.0073,165
DRING-007,CLM-000540,6,344,0.0073,165
DRING-007,CLM-000551,6,344,0.0073,165
DRING-007,CLM-000572,6,344,0.0073,165
DRING-007,CLM-000584,6,344,0.0073,165
DRING-007,CLM-000630,6,344,0.0073,165
DRING-007,CLM-000701,6,344,0.0073,165
DRING-007,CLM-000840,6,344,0.0073,165
DRING-007,CLM-000843,6,344,0.0073,165
DRING-007,CLM-000860,6,344,0.0073,165
DRING-007,CLM-000884,6,344,0.0073,165
DRING-007,CLM-000927,6,344,0.0073,165
DRING-007,CLM-001136,6,344,0.0073,165
DRING-007,CLM-001151,6,344,0.0073,165
DRING-007,CLM-001167,6,344,0.0073,165
DRING-007,CLM-001208,6,344,0.0073,165
DRING-007,CLM-001210,6,344,0.0073,165
DRING-007,CLM-001273,6,344,0.0073,165
DRING-007,CLM-001368,6,344,0.0073,165
DRING-007,CLM-001415,6,344,0.0073,165
DRING-007,CLM-001512,6,344,0.0073,165
DRING-007,CLM-001567,6,344,0.0073,165
DRING-007,CLM-001622,6,344,0.0073,165
DRING-007,CLM-001799,6,344,0.0073,165
DRING-007,CLM-001860,6,344,0.0073,165
DRING-007,CLM-001872,6,344,0.0073,165
DRING-007,CLM-001881,6,344,0.0073,165
DRING-007,CLM-001883,6,344,0.0073,165
DRING-007,CLM-001969,6,344,0.0073,165
DRING-007,CLM-002013,6,344,0.0073,165
